Comuna_Establecimiento;LATITUD;LONGITUD;Cuenta de NOM_ESTAB;Matriculas
PEDRO AGUIRRE CERDA_ESC. ESPEC. LENGUAJE LOS CHIQUITINES;-33.48912;-70.68413;104;104
PEDRO AGUIRRE CERDA_ESC.BAS.PROFESORA AIDA RAMOS DIAZ;-33.50720949;-70.67096769;40;40
PEDRO AGUIRRE CERDA_ESCUELA BASICA RICARDO E. LATCHMAN;-33.49101098;-70.68241824;35;35
PEDRO AGUIRRE CERDA_ESCUELA BOROA;-33.50525361;-70.6747024;59;59
PEDRO AGUIRRE CERDA_ESCUELA CENTRO EDUC. REP. MEXICANA;-33.4887664;-70.66537197;47;47
PEDRO AGUIRRE CERDA_ESCUELA CIUDAD DE BARCELONA;-33.49747193;-70.69021299;40;40
PEDRO AGUIRRE CERDA_ESCUELA CONSOLIDADA DAVILA;-33.50665601;-70.66965571;33;33
PEDRO AGUIRRE CERDA_ESCUELA DE LENGUAJE LA DAVILITA;-33.50445599;-70.679823;108;108
PEDRO AGUIRRE CERDA_ESCUELA DE PARVULOS RAYITO DE LUZ;-33.48272999;-70.67843999;150;150
PEDRO AGUIRRE CERDA_ESCUELA ESP. DESPERTARES DE PEDRO AGUIRRE CER;-33.484264;-70.65958999;68;68
PEDRO AGUIRRE CERDA_ESCUELA ESPECIAL ARCANGEL GABRIEL;-33.49020999;-70.66537;85;85
PEDRO AGUIRRE CERDA_ESCUELA ESPECIAL NTA SENORA DE LAS PENAS;-33.49846;-70.69228;10;10
PEDRO AGUIRRE CERDA_ESCUELA ESPECIAL NUEVO MUNDO PAC;-33.505619;-70.67408;87;87
PEDRO AGUIRRE CERDA_ESCUELA ESPECIAL PARTICULAR GENESIS;-33.499943;-70.68819999;144;144
PEDRO AGUIRRE CERDA_ESCUELA ESPECIAL Y LENGUAJE ROCIO;-33.49136699;-70.66927;41;41
PEDRO AGUIRRE CERDA_ESCUELA LO VALLEDOR;-33.50497266;-70.68580051;35;35
PEDRO AGUIRRE CERDA_ESCUELA PARTICULAR AMIGOS;-33.49546303;-70.66586891;67;67
PEDRO AGUIRRE CERDA_ESCUELA PARTICULAR DIVINA GABRIELA;-33.49895553;-70.67615696;22;22
PEDRO AGUIRRE CERDA_ESCUELA PARTICULAR JOSE A.ALFONSO;-33.50278671;-70.67760122;146;146
PEDRO AGUIRRE CERDA_ESCUELA PARTICULAR KAROL C.DE CRACOVIA;-33.50149347;-70.69304595;97;97
PEDRO AGUIRRE CERDA_ESCUELA PARTICULAR LA RONDA DE SN.MIGUEL;-33.49068434;-70.66978511;46;46
PEDRO AGUIRRE CERDA_ESCUELA PARTICULAR MARQUEZ DE OVANDO;-33.49314784;-70.66742087;116;116
PEDRO AGUIRRE CERDA_ESCUELA PARTICULAR PIO DOCE;-33.47826403;-70.66817507;69;69
PEDRO AGUIRRE CERDA_ESCUELA PARTICULAR ROCIO DE LOS ANGELES;-33.47795815;-70.66168974;55;55
PEDRO AGUIRRE CERDA_ESCUELA PARV. MY HAPPY SCHOOL;-33.488922;-70.68415;55;55
PEDRO AGUIRRE CERDA_ESCUELA POETAS DE CHILE;-33.48073675;-70.6604761;79;79
PEDRO AGUIRRE CERDA_ESCUELA VILLA SUR;-33.50233313;-70.68227831;31;31
PEDRO AGUIRRE CERDA_EUGENIO PEREIRA SALAS;-33.49403;-70.683611;108;108
PEDRO AGUIRRE CERDA_FLORECER;-33.492631;-70.688203;52;52
PEDRO AGUIRRE CERDA_IRENE FREI DE CID;-33.49255687;-70.68621035;100;100
PEDRO AGUIRRE CERDA_ISIDORA AGUIRRE;-33.489563;-70.665519;93;93
PEDRO AGUIRRE CERDA_JOSE BACKAUSSE;-33.482462;-70.675042;95;95
PEDRO AGUIRRE CERDA_LA MARINA;-33.49387298;-70.67295897;103;103
PEDRO AGUIRRE CERDA_LICEO MUNICIPAL ENRIQUE BACKAUSSE;-33.48263185;-70.67448238;50;50
PEDRO AGUIRRE CERDA_LICEO POLIVALENTE EUGENIO PEREIRA SALAS;-33.49472055;-70.68331155;41;41
PEDRO AGUIRRE CERDA_LOS MAITENES;-33.503946;-70.670116;131;131
PEDRO AGUIRRE CERDA_LOS ROBLES;-33.483477;-70.678634;111;111
PEDRO AGUIRRE CERDA_MI TRENCITO DE LO OVALLE;-33.504946;-70.686806;101;101
PEDRO AGUIRRE CERDA_MIS PRIMEROS PASOS;-33.496468;-70.678101;104;104
PEDRO AGUIRRE CERDA_NIDITO DE SOL;-33.484954;-70.685009;106;106
PEDRO AGUIRRE CERDA_NUESTRA SE¥ORA DE LA VICTORIA;-33.488293;-70.676661;81;81
PEDRO AGUIRRE CERDA_OCHAGAVIA;-33.50717376;-70.66973871;100;100
PEDRO AGUIRRE CERDA_PARQUE LAS AMERICAS;-33.502667;-70.692972;84;84
PEDRO AGUIRRE CERDA_PEQUEÑO AYMARA;-33.48827823;-70.67982903;104;104
PEDRO AGUIRRE CERDA_PEQUEÑO MUNDO;-33.50780996;-70.67736;129;129
PEDRO AGUIRRE CERDA_POETAS DE CHILE;-33.480291;-70.660284;101;101
PEDRO AGUIRRE CERDA_REBECA IZQUIERDO;-33.49174;-70.687738;75;75
PEDRO AGUIRRE CERDA_WE-ZIPANTU;-33.502372;-70.675138;71;71
PEÑAFLOR_CARRUSEL;-33.611733;-70.870251;93;93
PEÑAFLOR_CENTRO EDUC. NINO DIOS DE MALLOCO;-33.60338964;-70.85112528;126;126
PEÑAFLOR_COL.PART.INMAC.CONC. DE NTRA.SRA. DE LOURDES;-33.60009122;-70.87509426;112;112
PEÑAFLOR_COLEGIO ANTIMANQUE;-33.609965;-70.903323;35;35
PEÑAFLOR_COLEGIO DREYSE BELSER;-33.59987247;-70.88204936;33;33
PEÑAFLOR_COLEGIO JOSE MANUEL BALMACEDA;-33.61201409;-70.89874843;70;70
PEÑAFLOR_COLEGIO PARTICULAR FORJADORES;-33.60894006;-70.90185207;15;15
PEÑAFLOR_COLEGIO POLIV. FRANCISCO DE VILLAGRA;-33.60772046;-70.86602428;132;132
PEÑAFLOR_COLEGIO TERRANOVA;-33.608074;-70.90300999;15;15
PEÑAFLOR_EL CASTILLO DORADO;-33.608435;-70.87067;165;165
PEÑAFLOR_ESC. BAS. Y ESP. NUEVA INTEGRAL ALTAZOR;-33.60676414;-70.86560437;99;99
PEÑAFLOR_ESC. BAS. Y ESP. SAN ANDRES DE PENAFLOR;-33.61122302;-70.88551088;161;161
PEÑAFLOR_ESC. DE PARV. Y ESP. KIMANTU DE PENAFLOR;-33.61016;-70.89648;42;42
PEÑAFLOR_ESC. ESP. ANTILAF DE PEÑAFLOR;-33.60608;-70.862976;6;6
PEÑAFLOR_ESCUELA BAS. PART. COLEGIO CLAUDIO GAY;-33.61132992;-70.89386146;12;12
PEÑAFLOR_ESCUELA BAS. PARTICULAR MILLARAY;-33.61142935;-70.90023048;7;7
PEÑAFLOR_ESCUELA BAS. Y ESP. EDUCAR;-33.61065434;-70.87279211;19;19
PEÑAFLOR_ESCUELA BASICA ACADEMIA MALLOCO;-33.61061;-70.87653;56;56
PEÑAFLOR_ESCUELA BASICA ALBORADA SCHOOL;-33.6057299;-70.89150981;25;25
PEÑAFLOR_ESCUELA BASICA G-N°673 PELVIN SAN FRANCISCO DE ASIS;-33.60411088;-70.91168961;11;11
PEÑAFLOR_ESCUELA BASICA N 41 AUGUSTO D`HALMAR;-33.60681847;-70.89602806;46;46
PEÑAFLOR_ESCUELA BASICA N°200 COLEGIO INTEGRAL TRABUNCO;-33.598857;-70.892353;25;25
PEÑAFLOR_ESCUELA BASICA TERRA DI BIMBI;-33.61146269;-70.8961616;124;124
PEÑAFLOR_ESCUELA DE PARV. Y ESPECIAL MI PEQUEÑO DELFIN;-33.621944;-70.86400999;54;54
PEÑAFLOR_ESCUELA EMILIA LASCAR;-33.60605012;-70.8990421;156;156
PEÑAFLOR_ESCUELA ESP. ANDALUE;-33.601208;-70.86084;116;116
PEÑAFLOR_ESCUELA ESP. BILBAO;-33.607956;-70.87913;66;66
PEÑAFLOR_ESCUELA ESP. PART. ANTUKUYEN;-33.59870999;-70.88515;105;105
PEÑAFLOR_ESCUELA ESPECIAL N° 206, DANTE ALIGHIERI;-33.60391881;-70.88915569;55;55
PEÑAFLOR_ESCUELA ESPECIAL N°194 DE LENGUAJE NUEVO MUNDO;-33.607506;-70.8986;168;168
PEÑAFLOR_ESCUELA ESPECIAL N°199, MI POLLITO AMARILLITO;-33.60094961;-70.8919298;85;85
PEÑAFLOR_ESCUELA ESPECIAL NAZARETH;-33.60414999;-70.87258;12;12
PEÑAFLOR_ESCUELA ESPECIAL Nº 192 MONTESSORI DESPERTANDO PALABRAS;-33.60131;-70.89086;128;128
PEÑAFLOR_ESCUELA ESPECIAL PARTICULAR MILLANTU;-33.606865;-70.897934;57;57
PEÑAFLOR_ESCUELA ESPECIAL SANTA BARBARA DE PEÑAFLOR;-33.59814999;-70.88415;92;92
PEÑAFLOR_ESCUELA MALLOCO;-33.60466635;-70.85228044;35;35
PEÑAFLOR_ESCUELA MAND EDUARDO FREI MONTALVA;-33.60676414;-70.86560437;36;36
PEÑAFLOR_ESCUELA PART. PARTHENON COLLEGE;-33.61007141;-70.86609189;66;66
PEÑAFLOR_ESCUELA PARTICULAR EL REFUGIO;-33.60862542;-70.87406753;15;15
PEÑAFLOR_ESCUELA PATRONA DE LOURDES;-33.61087625;-70.88370268;65;65
PEÑAFLOR_ESCUELA REPUBLICA CHECA;-33.60259871;-70.88346602;27;27
PEÑAFLOR_ESCUELA REPUBLICA DE ISRAEL;-33.60810377;-70.88353672;18;18
PEÑAFLOR_ESCUELA ROSALINA PESCIO VARGAS;-33.60028862;-70.87847403;84;84
PEÑAFLOR_ESCUELA SONIA PLAZA CASTRO;-33.60725716;-70.89257942;29;29
PEÑAFLOR_ESCUELA TERESA DE CALCUTA;-33.61202962;-70.89137467;34;34
PEÑAFLOR_GIRASOL;-33.613146;-70.902394;104;104
PEÑAFLOR_INSTITUTO SEMBRADOR DE PEÑAFLOR;-33.61134893;-70.88789259;39;39
PEÑAFLOR_MALLARAUCO;-33.60772;-70.91885;52;52
PEÑAFLOR_MI NUEVO MUNDO;-33.605149;-70.869246;99;99
PEÑAFLOR_NIÑO DIOS DE LAS PRADERAS;-33.60359998;-70.85972002;69;69
PEÑAFLOR_NIÑO DIOS DE MALLOCO;-33.60390954;-70.85121743;179;179
PEÑAFLOR_NIÑO DIOS DEL BUEN CONSEJO;-33.61094631;-70.85939351;78;78
PEÑAFLOR_PUERTAS DE PEÑAFLOR;-33.616444;-70.905024;132;132
PEÑALOLÉN_AGUALUNA;-33.480269;-70.570438;25;25
PEÑALOLÉN_AZTECAS;-33.48118338;-70.57276659;25;25
PEÑALOLÉN_BELEN;-33.50409003;-70.58705997;64;64
PEÑALOLÉN_BUEN SAMARITANO;-33.46797;-70.556765;68;68
PEÑALOLÉN_CENTRO EDUC. DIEGO DE ALMAGRO;-33.4843593;-70.56380335;97;97
PEÑALOLÉN_CENTRO EDUC. VALLE HERMOSO;-33.47030995;-70.53147638;35;35
PEÑALOLÉN_CENTRO EDUCACION MARIANO EGANA;-33.47036263;-70.57178165;65;65
PEÑALOLÉN_CENTRO EDUCACIONAL EDUARDO DE LA BARRA;-33.50562657;-70.56752254;60;60
PEÑALOLÉN_CENTRO EDUCACIONAL FUNDACION PAULA JARAQUEMAD;-33.47391703;-70.53573365;40;40
PEÑALOLÉN_COLEGIO ALCÁNTARA DE LOS ALTOS DE PEÑALOLEN;-33.47687168;-70.53992443;171;171
PEÑALOLÉN_COLEGIO ALTAMIRA;-33.479204;-70.53828;92;92
PEÑALOLÉN_COLEGIO BICENTENARIO MATILDE HUICI NAVAS;-33.47559567;-70.53208997;57;57
PEÑALOLÉN_COLEGIO EPULLAY;-33.470592;-70.52376;30;30
PEÑALOLÉN_COLEGIO FRANCISCO DE MIRANDA;-33.46713299;-70.57145;98;98
PEÑALOLÉN_COLEGIO HIGHLANDS MONTESSORI SCHOOL OF SANTIAGO;-33.501007;-70.53766;45;45
PEÑALOLÉN_COLEGIO JESUS SERVIDOR;-33.47388038;-70.57697679;87;87
PEÑALOLÉN_COLEGIO LIKANKURA DE PEÑALOLÉN;-33.47382675;-70.55642894;55;55
PEÑALOLÉN_COLEGIO MAYOR DE PEÑALOLEN;-33.48988;-70.55728;236;236
PEÑALOLÉN_COLEGIO MONTAHUE DE PEÑALOLEN;-33.484245;-70.52936;3;3
PEÑALOLÉN_COLEGIO MONTEVERDE;-33.47377344;-70.54952088;36;36
PEÑALOLÉN_COLEGIO PART. ANTUPIREN;-33.47572099;-70.55512797;61;61
PEÑALOLÉN_COLEGIO PARTICULAR JORGE PRIETO LETELIER;-33.50741697;-70.56419508;65;65
PEÑALOLÉN_COLEGIO PARTICULAR SAN FERNANDO;-33.50352127;-70.57830248;207;207
PEÑALOLÉN_COLEGIO PEDRO DE VALDIVIA -PEÑALOLEN;-33.491563;-70.57566;342;342
PEÑALOLÉN_COLEGIO POLIVALENTE YORK;-33.46587078;-70.57364508;40;40
PEÑALOLÉN_COLEGIO PUELMAPU;-33.47068131;-70.54559766;52;52
PEÑALOLÉN_COLEGIO PUMAHUE;-33.497877;-70.54718;291;291
PEÑALOLÉN_COLEGIO, CENTRO EDUC.AMERICO VESPUCIO;-33.46832839;-70.56525281;60;60
PEÑALOLÉN_COLOR ESPERANZA;-33.471525;-70.557929;41;41
PEÑALOLÉN_COPIHUES BLANCOS;-33.50415871;-70.58386487;69;69
PEÑALOLÉN_COPITO DE NIEVE;-33.47337;-70.53767998;126;126
PEÑALOLÉN_CRISTO JOVEN;-33.477133;-70.573963;155;155
PEÑALOLÉN_EL CANELO;-33.4989;-70.5741;74;74
PEÑALOLÉN_EL SEMBRADOR;-33.501151;-70.573689;85;85
PEÑALOLÉN_ELUNEY;-33.468724;-70.544802;26;26
PEÑALOLÉN_EMANUEL;-33.47972624;-70.56171305;88;88
PEÑALOLÉN_ESC. BAS. PARTICULAR 1650 MIRAVALLE;-33.47988577;-70.52837241;119;119
PEÑALOLÉN_ESC. DE LENGUAJE PEWUNGUEN, TIEMPOS DE BROTES;-33.48271289;-70.55450411;56;56
PEÑALOLÉN_ESC. ESP. PART. ARAUCARIAS DE PENALOLEN;-33.50540999;-70.584076;49;49
PEÑALOLÉN_ESC. ESP. PART. GABRIELA MISTRAL DE PENALOLEN;-33.468685;-70.56658;44;44
PEÑALOLÉN_ESC. EVANG. PENTECOSTAL DR. WILLIS C. HOOVER;-33.46587525;-70.55762378;73;73
PEÑALOLÉN_ESC.ESP.DE LENGUAJE Y COMUNICACIÓN `MUNDO FELIZ`;-33.47114;-70.52658;113;113
PEÑALOLÉN_ESCUELA BAS. N_ 850 SANTA SOFIA;-33.47585006;-70.56511123;44;44
PEÑALOLÉN_ESCUELA BAS. SAN JOSE DE PENALOLEN;-33.50351502;-70.58654921;47;47
PEÑALOLÉN_ESCUELA BASICA COLEGIO SANTA MARTA DE PENALOL;-33.50442013;-70.58625073;24;24
PEÑALOLÉN_ESCUELA BASICA MARTINEZ DE ROZAS;-33.47473147;-70.56402106;75;75
PEÑALOLÉN_ESCUELA BASICA N°1238 GIORDANO BRUNO;-33.506562;-70.55873;54;54
PEÑALOLÉN_ESCUELA BASICA N°2145 COLEGIO DUNALASTAIR PEÑALOLÉN;-33.50064299;-70.55043;1;1
PEÑALOLÉN_ESCUELA BASICA N°2459, FRANCISCO VARELA;-33.46784239;-70.52385889;53;53
PEÑALOLÉN_ESCUELA BÁSICA Nº2490, COLEGIO INTERNACIONAL SEK AUSTRAL;-33.467698;-70.522971;41;41
PEÑALOLÉN_ESCUELA BASICA Y ESPECIAL N° 2078 GENESIS 2005;-33.503056;-70.57281;31;31
PEÑALOLÉN_ESCUELA CARLOS FERNANDEZ PENA;-33.46759027;-70.55256971;51;51
PEÑALOLÉN_ESCUELA ESP. SILABAS;-33.482807;-70.55716;64;64
PEÑALOLÉN_ESCUELA ESPECIAL DE LENGUAJE MALEN;-33.49219;-70.53382999;168;168
PEÑALOLÉN_ESCUELA ESPECIAL ENITEO CREACIONES;-33.50122;-70.532906;75;75
PEÑALOLÉN_ESCUELA ESPECIAL N°2424 EL VOLANTIN;-33.508687;-70.580931;146;146
PEÑALOLÉN_ESCUELA ESPECIAL Nº 2385 VALLE HERMOSO;-33.471004;-70.530045;149;149
PEÑALOLÉN_ESCUELA ESPECIAL PART. N_ 1850 TRALEN;-33.46482;-70.53805;76;76
PEÑALOLÉN_ESCUELA ESPECIAL PARTICULAR LO HERMIDA;-33.472733;-70.56896999;34;34
PEÑALOLÉN_ESCUELA LUIS ARRIETA CANAS;-33.46439883;-70.55651512;45;45
PEÑALOLÉN_ESCUELA PARTICULAR SANTA VICTORIA;-33.4618892;-70.56965107;33;33
PEÑALOLÉN_ESCUELA PARTICULAR SANTIAGO DE CHILE;-33.51034677;-70.57883891;37;37
PEÑALOLÉN_ESCUELA PARTICULAR WELCOME SCHOOL;-33.50866563;-70.57912718;86;86
PEÑALOLÉN_ESCUELA SAN JOSE OBRERO;-33.47222755;-70.53463492;39;39
PEÑALOLÉN_ESCUELA SANTA MARIA DE PENALOLEN;-33.4803863;-70.57207741;68;68
PEÑALOLÉN_ESCUELA TOBALABA;-33.47334162;-70.55628037;61;61
PEÑALOLÉN_ESCUELA UNION NACIONAL ARABE;-33.46597083;-70.53484915;48;48
PEÑALOLÉN_ESPERANZA;-33.479061;-70.53374;68;68
PEÑALOLÉN_ESTRELLITA DE PE¥ALOLN;-33.480136;-70.529895;68;68
PEÑALOLÉN_GABRIELA MISTRAL;-33.510728;-70.567352;49;49
PEÑALOLÉN_HUENI TRAI;-33.473735;-70.530243;53;53
PEÑALOLÉN_ICHUAC;-33.50983775;-70.56788113;93;93
PEÑALOLÉN_INSTITUTO NACIONAL DE REHABILITACION PAC;-33.507904;-70.55383;6;6
PEÑALOLÉN_JUEGO DE ARCO IRIS;-33.479655;-70.52514;15;15
PEÑALOLÉN_LA FAENA;-33.46491569;-70.55659245;17;17
PEÑALOLÉN_LA VINITA;-33.50230365;-70.56740181;9;9
PEÑALOLÉN_LAS TÖAS;-33.477567;-70.570949;76;76
PEÑALOLÉN_LEONOR OYARZUN DE AYLWIN;-33.503289;-70.587065;184;184
PEÑALOLÉN_LICEO ANTONIO HERMIDA FABRES;-33.47656011;-70.56404362;135;135
PEÑALOLÉN_LICEO JUAN BAUTISTA PASTEN;-33.4731034;-70.53794578;54;54
PEÑALOLÉN_LOS ENANITOS;-33.505387;-70.567436;130;130
PEÑALOLÉN_LOS ESPINOS;-33.483916;-70.525695;53;53
PEÑALOLÉN_LOS GRILLITOS DE PEÑALOLEN;-33.47205978;-70.54325906;167;167
PEÑALOLÉN_MONTAHUE;-33.50994931;-70.57433796;70;70
PEÑALOLÉN_MUNDO  FELIZ;-33.47121502;-70.53230903;95;95
PEÑALOLÉN_MUNDO DE NIÑOS Y NIÑAS;-33.46749538;-70.5533183;96;96
PEÑALOLÉN_NIDO DE CONDORES;-33.470315;-70.563656;122;122
PEÑALOLÉN_NUEVO MUNDO;-33.46489497;-70.56426194;77;77
PEÑALOLÉN_PE¥ALOLN;-33.472335;-70.562439;238;238
PEÑALOLÉN_PEW MAYEN;-33.46752492;-70.56573432;142;142
PEÑALOLÉN_RAYITO DE LUZ;-33.47232288;-70.57126272;103;103
PEÑALOLÉN_ROSA O'HIGGINS;-33.473562;-70.542284;119;#N/D
PEÑALOLÉN_S.C. ANDALUHU;-33.469905;-70.532438;23;23
PEÑALOLÉN_S.C. LOS AVELLANOS;-33.484974;-70.525923;29;29
PEÑALOLÉN_S.C. MONTAHUE;-33.473161;-70.562034;46;46
PEÑALOLÉN_S.C. QUEBRADA DE SAN PEDRO;-33.475771;-70.527322;33;33
PEÑALOLÉN_SALESIANOS;-33.501824;-70.586548;23;23
PEÑALOLÉN_SAN LUIS DE MACUL;-33.505939;-70.584908;133;133
PEÑALOLÉN_SEMBRANDO PALABRAS;-33.47218199;-70.547807;60;60
PEÑALOLÉN_TRIPAI ANTU;-33.481592;-70.569325;30;30
PEÑALOLÉN_VIRGEN MARÖA;-33.47764;-70.526795;59;59
PIRQUE_COLEGIO ALMENAR DE PIRQUE;-33.646509;-70.5877;57;57
PIRQUE_COLEGIO VIRGINIA SUBERCASEAUX;-33.64500734;-70.59886407;35;35
PIRQUE_COLONIAL DE PIRQUE;-33.630363;-70.57308;37;37
PIRQUE_ESCUELA BASICA G-841 SANTOS RUBIO MORALES;-33.61852179;-70.52971757;60;60
PIRQUE_ESCUELA BASICA G-N°643 SAN JUAN DE PIRQUE;-33.60706763;-70.48489487;36;36
PIRQUE_ESCUELA BASICA G-N°646 LO ARCAYA;-33.69117381;-70.57785669;74;74
PIRQUE_ESCUELA ESPECIAL PIECECITOS DE NIÑOS;-33.65217;-70.56937;85;85
PIRQUE_ESCUELA ESPECIAL PIRQUE;-33.643143;-70.5703;90;90
PIRQUE_GREGORIA DIAZ;-33.720949;-70.553882;131;131
PIRQUE_LA GRANJITA DE PIRQUE;-33.67179048;-70.58413717;180;180
PIRQUE_LAS ALMENDRITAS DE SAN JUAN;-33.60740294;-70.48099903;56;56
PIRQUE_LICEO EL PRINCIPAL;-33.72246355;-70.54815726;138;138
PIRQUE_LICEO MUNIC. TEC. PROF. EL LLANO;-33.63860916;-70.5751376;40;40
PIRQUE_PIRQUN;-33.677004;-70.583002;52;52
PIRQUE_SANTA RITA;-33.672478;-70.531764;83;83
PROVIDENCIA_COL. PART. SALES. EL PATROCINIO DE SAN JOSE;-33.43088782;-70.6284684;98;98
PROVIDENCIA_COLEGIO ALEMAN SANKT THOMAS MORUS;-33.42637;-70.61112;221;221
PROVIDENCIA_COLEGIO AULA CLINICA SANTA MARIA;-33.432772;-70.628324;2;2
PROVIDENCIA_COLEGIO CAMBRIDGE COLLEGE;-33.429721;-70.61707;102;102
PROVIDENCIA_COLEGIO CAMPVS COLLEGE;-33.43704499;-70.61461;92;92
PROVIDENCIA_COLEGIO COMPANIA DE MARIA-SEMINARIO;-33.43723099;-70.63094;53;53
PROVIDENCIA_COLEGIO DE LOS SAGRADOS CORAZONES PROVIDENCIA;-33.444383;-70.5947;70;70
PROVIDENCIA_COLEGIO ESPECIAL HOSPITALARIO CON TODO EL COR;-33.42969999;-70.61511;6;6
PROVIDENCIA_COLEGIO HOSPITALARIO CLINICA INDISA;-33.421401;-70.61857999;4;4
PROVIDENCIA_COLEGIO INSTITUTO DE HUMANIDADES LUIS CAMPINO;-33.426164;-70.6112;119;119
PROVIDENCIA_COLEGIO LATINOAMERICANO DE INTEGRACION;-33.44051799;-70.61448;33;33
PROVIDENCIA_COLEGIO MARIA INMACULADA;-33.43362144;-70.63292953;91;91
PROVIDENCIA_COLEGIO MARIANO;-33.439831;-70.5984;168;168
PROVIDENCIA_COLEGIO PART. JOSEFINO SANTISIMA TRINIDAD;-33.43579969;-70.61905036;79;79
PROVIDENCIA_COLEGIO PARTICULAR REGINA PACIS;-33.44304994;-70.59659856;55;55
PROVIDENCIA_COLEGIO PEDRO DE VALDIVIA;-33.440617;-70.60724;250;250
PROVIDENCIA_COLEGIO SAINT GABRIEL´S SCHOOL LOCAL SEDE;-33.43198499;-70.58551;164;164
PROVIDENCIA_COLEGIO SAN IGNACIO EL BOSQUE;-33.43307399;-70.59447;277;277
PROVIDENCIA_COLEGIO SUPERIOR CAMBRIDGE;-33.440315;-70.63028;17;17
PROVIDENCIA_COLEGIO THE ENGLISH INSTITUTE;-33.440174;-70.60290999;299;299
PROVIDENCIA_COLEGIO THE KENT SCHOOL;-33.442515;-70.60645;126;126
PROVIDENCIA_COLEGIO TREWHELA´S ENGLISH SCHOOL;-33.42258799;-70.59742;189;189
PROVIDENCIA_ESCUELA ABELARDO ITURRIAGA JAMETT;-33.43379;-70.61178;103;103
PROVIDENCIA_ESCUELA BASICA JUAN PABLO DUARTE;-33.44555595;-70.62162943;130;130
PROVIDENCIA_ESCUELA BASICA MERCEDES MARIN DEL SOLAR;-33.42223563;-70.60474091;64;64
PROVIDENCIA_ESCUELA DE PROVIDENCIA;-33.43265348;-70.61798467;114;114
PROVIDENCIA_ESCUELA ESPECIAL HOSPITAL FELIX BULNES;-33.418701;-70.604767;4;4
PROVIDENCIA_ESCUELA ESPECIAL PARTICULAR ANGELES;-33.447376;-70.6203;111;111
PROVIDENCIA_HOSPITAL LUIS CALVO MACKENNA;-33.4307945;-70.6162315;62;62
PROVIDENCIA_LICEO JOSE VICTORINO LASTARRIA;-33.43030462;-70.62160765;70;70
PROVIDENCIA_SALA CUNA Y JARDIN INFANTIL CRUCERO;-33.4308045;-70.6328096;19;19
PROVIDENCIA_SALA CUNA Y JARDIN INFANTIL LITLE BANY PRESCHOOL;-33.4399634;-70.6306603;26;26
PROVIDENCIA_SANTA BEATRIZ;-33.426214;-70.618871;45;45
PUDAHUEL_ALBERT EDEFELT;-33.44768247;-70.75865899;67;67
PUDAHUEL_ANTÚ AYEN;-33.434808;-70.769872;132;132
PUDAHUEL_AWKA PILLMAYKEN;-33.441044;-70.742436;45;45
PUDAHUEL_CAMPO LINDO;-33.43241582;-70.74312449;113;113
PUDAHUEL_CARACOL;-33.4429704;-70.75557472;62;62
PUDAHUEL_COLEGIO BICENTENARIO MADRE ANA EUGENIA;-33.43702459;-70.75238365;213;213
PUDAHUEL_COLEGIO BICENTENARIO SAN ALBERTO HURTADO DE PUDAHUEL;-33.46592561;-70.75050516;225;225
PUDAHUEL_COLEGIO FINLANDIA;-33.44716621;-70.75857164;66;66
PUDAHUEL_COLEGIO HOSPÍTALARIO CASABIERTA COANIQUEM;-33.436493;-70.748561;1;1
PUDAHUEL_COLEGIO MANQUECURA CIUDAD DE LOS VALLES;-33.450623;-70.84866;215;215
PUDAHUEL_COLEGIO MINISTRO DIEGO PORTALES;-33.44464675;-70.75041335;99;99
PUDAHUEL_COLEGIO PARTICULAR LA UNION;-33.42850226;-70.75750255;55;55
PUDAHUEL_COLEGIO POLIV. GERONIMO DE ALDERETE;-33.45847876;-70.75965157;358;358
PUDAHUEL_COLEGIO POLIV. SAN LUIS BELTRAN;-33.42981274;-70.77083374;157;157
PUDAHUEL_COLEGIO PUDAHUEL;-33.44338139;-70.75711815;33;33
PUDAHUEL_COLEGIO SAN FELIPE;-33.4625976;-70.7375492;20;20
PUDAHUEL_COLEGIO TERRA AUSTRALIS;-33.43240068;-70.77229196;299;299
PUDAHUEL_ESC. BAS. EJERCITO DE SALVACION;-33.43821195;-70.7616087;52;52
PUDAHUEL_ESC. BAS. Y ESP. CHRIST SCHOOL DE PUDAHUEL;-33.45649217;-70.74602695;189;189
PUDAHUEL_ESC. BASICA PART.JUANITA FERNANDEZ SOLAR;-33.4577682;-70.76089442;151;151
PUDAHUEL_ESC. DE PARVULOS LOS OSITOS DE PUDAHUEL;-33.445107;-70.7534;60;60
PUDAHUEL_ESC. ESP. DE LENGUAJE CAMINO DE VIDA;-33.43936;-70.76559;31;31
PUDAHUEL_ESC. ESP. NTRA SRA. DEL BUEN CONSEJO;-33.46435499;-70.73456;107;107
PUDAHUEL_ESC.BASICA PART. ACONCAGUA DE PUDAHUEL;-33.42865744;-70.75439615;27;27
PUDAHUEL_ESC.COMODORO ARTURO MERINO BENITEZ;-33.411774;-70.85475;70;70
PUDAHUEL_ESC.PARVULOS RENACER ALBORADA;-33.45653;-70.759125;83;83
PUDAHUEL_ESCUELA ALBERT EINSTEIN;-33.43402154;-70.75469708;29;29
PUDAHUEL_ESCUELA ALEXANDER GRAHAM BELL;-33.43262897;-70.74151245;73;73
PUDAHUEL_ESCUELA ANTILHUE DE PUDAHUEL;-33.46502134;-70.74272273;126;126
